ticker,sharesOutstandingPCT,sharesOutstandingTotal,totalHoldingsValue,increasedPositionsHolders,increasedPositionsShares,decreasedPositionsHolders,decreasedPositionsShares,heldPositionsHolders,heldPositionsShares,totalPositionsHolders,totalPositionsShares,newPositionsHolders,newPositionsShares,soldOutPositionsHolders,soldOutPositionsShares,inserted
MGRD,0.14,8,0,0,0,1,165,0,10864,1,11029,0,0,0,0,"31-03-2024 10:57:28"
MGRM,0.45,32,0,12,88091,5,342433,9,288975,26,141549,8,84749,1,201350,"31-03-2024 10:57:28"
MGRX,0.46,23,0,2,46858,7,68853,1,10242,10,105469,1,30458,6,43988,"31-03-2024 10:57:28"
MGTX,60.59,64,234,47,1975650,28,722626,14,35832912,89,38531188,17,706886,5,17815,"31-03-2024 10:57:28"
MGY,107.5,182,"5,089",162,15343939,129,10580498,37,170178829,328,196103266,47,3417779,33,1724605,"31-03-2024 10:57:28"
MGYR,30.55,7,23,9,68375,6,25842,4,1938729,19,2032946,1,28366,1,26,"31-03-2024 10:57:28"
MHD,43.4,53,280,57,3962966,39,1523691,24,17670020,120,23156677,14,1485583,11,140014,"31-03-2024 10:57:28"
MHF,33.12,22,49,27,790047,26,466099,8,5914909,61,7171055,15,372677,10,205163,"31-03-2024 10:57:28"
MHH,18.17,12,19,13,246458,11,77976,12,1782917,36,2107351,2,141847,1,31635,"31-03-2024 10:57:28"
MHI,48.72,23,98,30,4186350,36,2575233,11,4332596,77,11094179,14,1973364,16,1171134,"31-03-2024 10:57:28"
MHK,79.08,64,"6,593",212,6715698,224,5717179,52,37935929,488,50368806,72,996425,68,689812,"31-03-2024 10:57:28"
MHLA,0.41,4,0,0,0,1,239,0,17949,1,18188,0,0,0,0,"31-03-2024 10:57:28"
MHLD,21.65,100,49,29,1668036,22,517751,16,19568832,67,21754619,7,99913,4,220111,"31-03-2024 10:57:28"
MHN,28.65,31,94,22,1658046,24,761101,13,6501532,59,8920679,8,498145,12,674472,"31-03-2024 10:57:28"
MHO,95.78,28,"3,630",145,2580319,150,2412865,28,21639687,323,26632871,62,1043118,37,931619,"31-03-2024 10:57:28"
MHUA,1.21,24,0,6,237076,0,0,2,55267,8,292343,4,233094,0,0,"31-03-2024 10:57:28"
MI,0.63,35,0,4,171277,5,15786,1,35128,10,222191,2,126633,3,1269,"31-03-2024 10:57:28"
MICS,6.39,6,0,8,195487,3,90692,4,124066,15,410245,4,183506,0,0,"31-03-2024 10:57:28"
MIDD,98.53,54,"8,492",166,4116869,168,3962248,57,44734053,391,52813170,55,803325,47,928262,"31-03-2024 10:57:28"
MIGI,7.24,17,2,11,460056,9,257962,1,487231,21,1205249,6,170135,5,102921,"31-03-2024 10:57:28"
MIMO,293.61,15,5,6,100048,13,948413,13,42758752,32,43807213,3,43160,9,325713,"31-03-2024 10:57:28"
MIN,48.53,114,147,39,3100015,29,2067948,39,50260794,107,55428757,16,1351631,8,811262,"31-03-2024 10:57:28"
MIND,8.18,2,1,4,1536,11,26578,2,109562,17,137676,0,0,7,17901,"31-03-2024 10:57:28"
MINM,3.36,3,1,3,57029,2,874,3,41684,8,99587,2,35429,1,145,"31-03-2024 10:57:28"
MIO,43.81,17,84,27,2242195,12,1764235,3,3391804,42,7398234,13,1153288,9,1201867,"31-03-2024 10:57:28"
MIR,81.14,219,"2,017",64,9199984,60,8962092,17,159238856,141,177400932,15,659657,17,3724291,"31-03-2024 10:57:28"
MIRA,0.66,15,0,6,96164,2,125,0,550,8,96839,5,86464,2,125,"31-03-2024 10:57:28"
MIRM,109.26,47,"1,279",113,8522139,68,7088145,20,35319560,201,50929844,45,2453048,16,2601303,"31-03-2024 10:57:28"
MIST,33.44,53,32,16,2514031,17,4094216,12,11165990,45,17774237,8,149138,7,580303,"31-03-2024 10:57:28"
MITA,25.77,10,27,7,981883,22,4437437,2,2937926,31,2481394,5,506681,19,4219430,"31-03-2024 10:57:28"
MITK,75.01,47,495,86,4682512,59,1746895,27,28667479,172,35096886,28,2304960,14,312416,"31-03-2024 10:57:28"
MITQ,2.23,10,0,4,34702,4,82633,4,116027,12,233362,2,22005,2,130,"31-03-2024 10:57:28"
MITT,23.93,29,43,48,1879562,22,775603,12,4393283,82,7048448,20,978391,7,199183,"31-03-2024 10:57:28"
MIY,24.34,29,82,32,1224945,29,583268,12,5306137,73,7114350,8,93436,9,125277,"31-03-2024 10:57:28"
MKC,85.83,251,"16,577",452,22657354,458,20545387,131,172619728,"1,041",215822469,120,5001263,99,6545780,"31-03-2024 10:57:28"
MKFG,50.11,199,84,26,6295498,41,12108449,18,81500021,85,99903968,10,910533,14,1211501,"31-03-2024 10:57:28"
MKL,76.86,13,"15,330",343,872260,308,823244,149,8380483,800,10075987,73,54081,75,321562,"31-03-2024 10:57:28"
MKSI,98.89,67,"8,819",165,9771446,167,9570354,45,46967620,377,66309420,55,1732485,53,5536496,"31-03-2024 10:57:28"
MKTW,29.61,42,21,37,1284218,19,1534323,9,9522685,65,12341226,14,427782,5,1069429,"31-03-2024 10:57:28"
MKTX,98.31,38,"8,162",273,3608695,239,3797118,53,29820087,565,37225900,93,497722,71,1111501,"31-03-2024 10:57:28"
ML,26.74,11,201,52,891898,14,336134,10,1584484,76,2812516,32,440956,7,196915,"31-03-2024 10:57:28"
MLAB,89.81,5,532,77,484075,77,558199,25,3802258,179,4844532,26,132553,21,180980,"31-03-2024 10:57:28"
MLCO,13.3,"1,330","1,275",80,22347629,111,17600722,28,136856996,219,176805347,27,3483273,39,3485235,"31-03-2024 10:57:28"
MLEC,0.04,38,0,0,0,4,104928,3,90398,7,14530,0,0,4,104928,"31-03-2024 10:57:28"
MLGO,0.63,8,0,11,42659,5,7891,0,2238,16,48312,8,40608,3,7627,"31-03-2024 10:57:28"
MLI,95.97,114,"5,881",184,6146647,181,5750510,51,97153780,416,109050937,60,1334209,32,1321386,"31-03-2024 10:57:28"
MLKN,88.66,73,"1,598",121,4640758,125,6321648,27,53594757,273,64557163,42,2047702,27,1050785,"31-03-2024 10:57:28"
MLM,94.95,62,"36,040",456,2497149,349,2397063,128,53808899,933,58703111,131,345516,56,228357,"31-03-2024 10:57:28"
MLNK,79.11,76,"1,129",50,1140063,28,3380075,12,55856284,90,60376422,16,500530,7,680518,"31-03-2024 10:57:28"
MLP,24.55,20,104,25,201376,15,30892,11,4584542,51,4816810,5,39756,5,19513,"31-03-2024 10:57:28"
MLR,79.2,11,454,60,485062,48,407217,21,8172977,129,9065256,24,132718,8,106135,"31-03-2024 10:57:28"
MLSS,5.44,76,3,10,158624,11,309687,18,3646915,39,4115226,2,22029,5,102059,"31-03-2024 10:57:28"
MLTX,100.2,60,"3,017",90,8481716,62,4722156,4,46853722,156,60057594,39,3352683,29,2287872,"31-03-2024 10:57:28"
MLYS,71.06,50,455,58,13149786,26,3816569,14,18302761,98,35269116,24,10704373,12,1884301,"31-03-2024 10:57:28"
MMAT,20.35,6,4,25,1097794,24,20283,37,188394,86,1306471,13,155552,12,9864,"31-03-2024 10:57:28"
MMC,88.17,492,"89,292",636,21397658,590,16876020,217,395226471,"1,443",433500149,168,3607468,87,2799224,"31-03-2024 10:57:28"
MMD,24.42,28,111,31,1624478,37,895063,10,4297297,78,6816838,18,1428284,5,43452,"31-03-2024 10:57:28"
MMI,62.91,38,826,68,1293222,81,912649,20,21958311,169,24164182,21,103529,17,171732,"31-03-2024 10:57:28"
MMLP,34.9,39,35,10,388266,13,309778,12,12914264,35,13612308,3,20169,2,15815,"31-03-2024 10:57:28"
MMM,65.51,553,"38,451",840,33482905,"1,025",27642577,224,301381359,"2,089",362506841,269,4631432,122,2155183,"31-03-2024 10:57:28"
MMS,97.07,61,"4,971",163,3092904,163,3649506,54,52501603,380,59244013,60,582942,35,796045,"31-03-2024 10:57:28"
MMSI,98.34,58,"4,316",154,3763805,122,1639742,38,51567059,314,56970606,45,678032,25,454134,"31-03-2024 10:57:28"
MMT,19.29,60,54,21,760141,32,522655,27,10352479,80,11635275,7,126793,7,73281,"31-03-2024 10:57:28"
MMU,44.24,55,253,66,5586159,57,2258798,9,16384307,132,24229264,25,3598910,12,132173,"31-03-2024 10:57:28"
MMV,0.0,33,0,1,203,2,122950,0,122878,3,275,0,0,2,122950,"31-03-2024 10:57:28"
MMYT,74.21,69,"3,659",96,6095114,67,5832724,15,39570747,178,51498585,38,1302863,15,895598,"31-03-2024 10:57:28"
MNDO,8.78,20,3,10,234921,6,35008,7,1501717,23,1771646,6,178356,4,27676,"31-03-2024 10:57:28"
MNDY,72.69,49,"8,032",217,7973781,126,6767082,28,20820725,371,35561588,82,2829847,37,1283538,"31-03-2024 10:57:28"
MNKD,49.45,270,606,91,10550360,72,15432146,57,107750344,220,133732850,28,1519579,23,1972980,"31-03-2024 10:57:28"
MNMD,8.4,58,46,40,1399090,30,394061,40,3077567,110,4870718,18,1016640,10,75112,"31-03-2024 10:57:28"
MNOV,9.85,49,7,14,188098,12,392885,10,4252013,36,4832996,5,45356,3,186460,"31-03-2024 10:57:28"
MNPR,1.83,15,0,8,140259,6,170257,3,39204,17,271312,4,117563,4,127719,"31-03-2024 10:57:28"
MNRO,109.27,30,"1,031",95,3799248,91,2891667,17,25983241,203,32674156,28,1135311,23,836746,"31-03-2024 10:57:28"
MNSB,55.37,8,77,33,445512,18,110803,17,3659393,68,4215708,6,52789,5,61882,"31-03-2024 10:57:28"
MNSO,4.3,"1,264","1,113",85,13146112,118,21796580,11,19370144,214,54312836,30,1038932,51,5232641,"31-03-2024 10:57:28"
MNST,64.51,"1,041","39,798",497,41425405,406,45966878,135,583972374,"1,038",671364657,144,5891155,80,3664766,"31-03-2024 10:57:28"
MNTK,16.31,144,98,63,2424534,38,1649310,12,19369886,113,23443730,20,633790,12,230056,"31-03-2024 10:57:28"
MNTN,96.19,13,144,7,2170874,19,2848780,13,7893300,39,12912954,2,181345,5,1146697,"31-03-2024 10:57:28"
MNTS,7.95,13,0,13,944138,17,87329,9,25048,39,1056515,5,556828,12,83519,"31-03-2024 10:57:28"
MNTX,46.0,20,64,33,1212182,15,745880,11,7367786,59,9325848,22,438784,2,24695,"31-03-2024 10:57:28"
MO,57.52,"1,763","44,244",787,41625624,963,63692444,261,908985866,"2,011",1014303934,182,5360685,132,2958104,"31-03-2024 10:57:28"
MOB,0.04,"1,461",1,3,121702,4,79475,0,449049,7,650226,2,40952,1,20300,"31-03-2024 10:57:28"
MOBQ,0.0,3,0,0,0,9,387532,0,387532,9,0,0,0,9,387532,"31-03-2024 10:57:28"
MOD,94.03,52,"4,673",154,7247120,137,6051169,29,35794810,320,49093099,62,4060687,27,1076146,"31-03-2024 10:57:28"
MODD,10.26,31,6,10,183726,4,20228,9,2976244,23,3180198,3,46541,1,12531,"31-03-2024 10:57:28"
MODG,84.75,184,"2,516",173,25802862,156,24851068,48,104948983,377,155602913,69,8056260,66,9082095,"31-03-2024 10:57:28"
MODN,98.72,39,"1,097",86,5206427,97,5301074,20,28026461,203,38533962,29,2387731,38,3596235,"31-03-2024 10:57:28"
MODV,101.62,14,338,67,910841,75,1344923,19,12172424,161,14428188,29,298718,17,363511,"31-03-2024 10:57:28"
MOFG,65.59,16,242,38,411566,37,214651,12,9703811,87,10330028,9,122880,7,44092,"31-03-2024 10:57:28"
MOGO,14.78,25,7,8,1219615,12,210117,3,2226967,23,3656699,3,158253,2,19117,"31-03-2024 10:57:28"
MOGU,0.07,"2,162",3,0,0,2,6142,5,1563470,7,1569612,0,0,1,42,"31-03-2024 10:57:28"
MOH,98.4,59,"23,682",327,2904961,257,3131215,76,51607483,660,57643659,102,397905,50,297133,"31-03-2024 10:57:28"
MOLN,2.63,36,4,1,1,1,3957,6,952534,8,956492,1,1,0,0,"31-03-2024 10:57:28"
MOMO,32.77,297,604,71,6212716,73,15721383,35,75276257,179,97210356,23,847201,13,363179,"31-03-2024 10:57:28"
MOND,21.23,86,42,25,856000,22,638575,8,16733889,55,18228464,8,177175,10,485850,"31-03-2024 10:57:28"
MOR,15.95,151,436,45,15383003,20,4175963,1,4482978,66,24041944,23,8375480,11,1749341,"31-03-2024 10:57:28"
MORF,88.01,50,"1,550",94,9472516,62,6583244,11,27983374,167,44039134,31,1419653,32,2711339,"31-03-2024 10:57:28"
MORN,58.95,43,"7,767",163,800174,155,1932034,58,22455767,376,25187975,53,185569,23,147697,"31-03-2024 10:57:28"
MOS,83.9,322,"8,761",312,19694820,358,21059275,94,229143338,764,269897433,110,2722797,78,1913485,"31-03-2024 10:57:28"
MOTS,2.75,5,0,5,99553,6,14962,2,23896,13,138411,2,10440,5,14925,"31-03-2024 10:57:28"
MOV,97.97,16,427,75,1637219,73,817848,22,12825639,170,15280706,21,239565,22,391318,"31-03-2024 10:57:28"
MOVE,16.64,55,4,17,465074,2,74359,11,8619498,30,9158931,7,367333,1,359,"31-03-2024 10:57:28"
MP,68.47,178,"1,744",205,10096708,174,8086288,57,103751218,436,121934214,61,1607598,45,1741466,"31-03-2024 10:57:28"
MPA,24.16,13,38,16,537889,16,255019,4,2354456,36,3147364,7,68183,7,152502,"31-03-2024 10:57:28"
MPAA,81.88,20,129,49,1565418,42,1256589,10,13278495,101,16100502,12,445477,13,178482,"31-03-2024 10:57:28"
MPB,43.47,17,145,46,684070,25,208582,26,6352359,97,7245011,11,403506,5,32661,"31-03-2024 10:57:28"
MPC,77.14,360,"56,008",655,13482612,696,23504817,292,240970233,"1,643",277957662,179,3723283,102,1317093,"31-03-2024 10:57:28"
MPLN,79.55,644,416,48,8747616,49,11227759,26,492647493,123,512622868,12,1117875,15,3362316,"31-03-2024 10:57:28"
MPLX,21.78,"1,011","9,149",231,14672400,117,22763848,117,182704951,465,220141199,73,3051238,23,220665,"31-03-2024 10:57:28"
MPTI,20.98,3,18,19,79317,8,88478,3,418935,30,586730,9,54782,3,363,"31-03-2024 10:57:28"
MPU,2.87,36,3,8,41770,6,150908,5,837664,19,1030342,2,14925,3,43723,"31-03-2024 10:57:28"
MPV,29.25,11,50,14,138734,17,343729,9,2618553,40,3101016,9,121422,5,89310,"31-03-2024 10:57:28"
MPW,71.91,599,"2,025",282,40323917,298,60876331,71,329586213,651,430786461,102,6038648,91,8547246,"31-03-2024 10:57:28"
MPWR,93.29,49,"30,752",407,2951534,283,3457396,77,38986776,767,45395706,128,439835,50,330916,"31-03-2024 10:57:28"
MPX,13.85,35,56,41,521467,33,554135,10,3727765,84,4803367,13,144434,10,296341,"31-03-2024 10:57:28"
MQ,67.34,462,"1,852",141,27490582,108,28815285,42,254495785,291,310801652,50,6748774,24,2672048,"31-03-2024 10:57:28"
MQT,30.64,23,73,27,808241,26,576758,17,5527815,70,6912814,6,144244,8,307330,"31-03-2024 10:57:28"
MQY,25.66,73,230,54,2109891,46,902120,28,15775552,128,18787563,20,468421,15,323617,"31-03-2024 10:57:28"
MRAI,2.3,10,1,6,104132,4,332239,1,199706,11,236665,3,94662,2,310007,"31-03-2024 10:57:28"
MRAM,44.71,21,75,55,2044563,22,1722367,10,5723567,87,9490497,24,566600,11,1542916,"31-03-2024 10:57:28"
MRBK,48.29,11,54,22,723255,14,465493,14,4209274,50,5398022,7,158775,4,204875,"31-03-2024 10:57:28"
MRC,94.81,84,"1,006",97,6499774,76,6823506,17,66690084,190,80013364,45,3110936,12,504031,"31-03-2024 10:57:28"
MRCC,18.21,22,28,44,665760,24,370258,23,2909628,91,3945646,12,249170,8,283192,"31-03-2024 10:57:28"
MRCY,107.81,59,"1,888",116,7255906,104,3559263,27,53189624,247,64004793,29,615052,29,1699389,"31-03-2024 10:57:28"
MRDB,18.03,68,5,10,113994,4,83697,8,12017979,22,12215670,5,80310,2,25745,"31-03-2024 10:57:28"
MREO,11.42,701,264,36,11838871,22,3822490,16,64433562,74,80094923,17,2049743,9,1142318,"31-03-2024 10:57:28"
MRIN,9.6,18,1,12,91742,9,167775,12,1475011,33,1734528,5,84187,1,16,"31-03-2024 10:57:28"
MRK,76.48,"2,533","255,580","1,577",90595051,"1,601",63740489,332,1782610755,"3,510",1936946295,326,13143949,109,3618920,"31-03-2024 10:57:28"
MRKR,22.21,9,9,6,45589,7,9866,15,1922216,28,1977671,0,0,2,702,"31-03-2024 10:57:28"
MRM,0.0,5,0,0,0,2,31,0,6,2,25,0,0,1,6,"31-03-2024 10:57:28"
MRNA,67.65,383,"27,600",405,23245829,472,12640406,134,223123899,"1,011",259010134,129,2395955,138,3246919,"31-03-2024 10:57:28"
MRNS,99.76,55,493,57,5678926,55,2502729,14,46328565,126,54510220,21,1958479,21,554725,"31-03-2024 10:57:28"
MRO,77.73,577,"12,715",396,39958909,385,44967674,148,363736996,929,448663579,138,8538926,88,11812541,"31-03-2024 10:57:28"
MRSN,94.1,121,511,52,25157740,76,24869028,19,64122653,147,114149421,19,8891241,42,19660475,"31-03-2024 10:57:28"
MRT,4.6,49,2,10,1629754,0,0,1,606984,11,2236738,8,1021653,0,0,"31-03-2024 10:57:28"
MRTN,69.29,81,"1,041",66,2933050,112,2408058,32,51003188,210,56344296,17,240356,25,416076,"31-03-2024 10:57:28"
MRUS,88.49,58,"2,306",72,8373726,56,6650184,18,36194422,146,51218332,31,2924849,15,1510478,"31-03-2024 10:57:28"
MRVI,101.85,132,"1,168",140,29803641,97,31436944,21,73517811,258,134758396,58,7185976,32,7997371,"31-03-2024 10:57:28"
MRVL,84.49,866,"51,859",516,49651270,420,41304722,130,640685479,"1,066",731641471,136,5822585,105,5706892,"31-03-2024 10:57:28"
MS,84.28,"1,635","129,770",831,67484935,840,66138038,203,1244564254,"1,874",1378187227,225,16557148,122,5070433,"31-03-2024 10:57:28"
MSA,80.92,39,"6,159",203,2279005,120,1715714,45,27820461,368,31815180,65,819587,18,107233,"31-03-2024 10:57:28"
MSB,41.47,13,96,24,258110,20,258553,12,4924171,56,5440834,10,199032,5,6044,"31-03-2024 10:57:28"
MSBI,61.71,22,333,54,782075,49,436907,20,12051097,123,13270079,17,371434,10,78931,"31-03-2024 10:57:28"
MSC,5.08,770,271,3,60019,4,82430,10,39018228,17,39160677,1,20133,1,15513,"31-03-2024 10:57:28"
MSCI,90.17,79,"39,968",422,3557462,404,3540184,103,64216798,929,71314444,105,431911,61,568567,"31-03-2024 10:57:28"
MSD,31.96,20,47,14,1593783,29,2386929,10,2525187,53,6505899,5,1355242,8,1129669,"31-03-2024 10:57:28"
MSEX,76.74,18,718,97,782442,76,367391,35,12527262,208,13677095,25,125581,18,84366,"31-03-2024 10:57:28"
MSFT,71.32,"7,430","2,229,673","2,434",178069744,"2,492",113917207,305,5007672783,"5,231",5299659734,424,31249617,99,10210127,"31-03-2024 10:57:28"
MSGE,95.69,41,"1,543",74,5623831,86,5575532,35,28151435,195,39350798,25,744717,33,1594380,"31-03-2024 10:57:28"
MSGM,2.09,3,0,2,28619,1,1000,4,27277,7,56896,1,25100,0,0,"31-03-2024 10:57:28"
MSGS,84.93,19,"3,043",117,733886,142,1274542,65,14481361,324,16489789,45,265929,30,434653,"31-03-2024 10:57:28"
MSI,83.86,166,"49,453",536,7622258,432,5602917,186,126085898,"1,154",139311073,163,2568901,50,499479,"31-03-2024 10:57:28"
MSM,75.84,56,"4,151",222,2672189,205,3729584,63,36371178,490,42772951,81,1070020,28,134813,"31-03-2024 10:57:28"
MSN,4.81,21,1,5,17247,3,23202,8,971352,16,1011801,2,17179,1,10440,"31-03-2024 10:57:28"
MSSA,48.72,6,35,9,333154,18,3449787,2,661462,29,3121479,4,209042,10,1549470,"31-03-2024 10:57:28"
MSTR,54.21,15,"13,865",246,1491327,77,296066,59,6346617,382,8134010,97,262041,25,131682,"31-03-2024 10:57:28"
MT,4.06,878,983,94,8031212,101,8724509,23,18903635,218,35659356,36,1040248,28,1933689,"31-03-2024 10:57:28"
MTA,11.07,90,31,35,3519357,12,271712,8,6183379,55,9974448,16,986400,7,207301,"31-03-2024 10:57:28"
MTAL,55.66,50,359,18,7876629,8,107332,7,19976906,33,27960867,7,6675720,5,29697,"31-03-2024 10:57:28"
MTB,84.96,167,"20,588",430,8052579,392,6128768,132,127377547,954,141558894,153,2607885,68,1021977,"31-03-2024 10:57:28"
MTBL,0.41,667,2,3,5802,7,68359,7,2635635,17,2709796,1,1091,3,39290,"31-03-2024 10:57:28"
MTC,0.11,199,0,5,44300,1,3329,0,161779,6,209408,3,35613,0,0,"31-03-2024 10:57:28"
MTCH,94.28,268,"9,167",304,48582817,328,59747207,82,144349799,714,252679823,97,10321077,109,15889404,"31-03-2024 10:57:28"
MTD,94.86,21,"27,126",335,1933782,402,2236293,107,16205395,844,20375470,113,379923,82,341440,"31-03-2024 10:57:28"
MTDR,88.1,125,"7,340",236,10892681,182,5074018,50,93968777,468,109935476,72,1523672,43,663108,"31-03-2024 10:57:28"
MTEK,0.55,8,0,3,18104,1,30038,0,3801,4,44341,2,13083,0,0,"31-03-2024 10:57:28"
MTEM,50.8,5,6,7,34791,10,58543,16,2636940,33,2730274,3,10802,4,26590,"31-03-2024 10:57:28"
MTEX,12.98,2,2,7,977,9,196869,6,43635,22,241481,1,36,5,193953,"31-03-2024 10:57:28"
MTG,95.84,270,"5,779",179,11420443,180,14182240,55,232847103,414,258449786,45,960951,34,3245861,"31-03-2024 10:57:28"
MTH,98.51,36,"6,252",196,3079278,180,3176269,32,29376021,408,35631568,68,666759,42,1179074,"31-03-2024 10:57:28"
MTLS,19.29,59,60,30,2219458,34,3664820,13,5511385,77,11395663,10,1571491,11,2499330,"31-03-2024 10:57:28"
MTN,100.2,38,"8,477",219,2464715,279,2912034,80,32667653,578,38044402,83,761886,74,413926,"31-03-2024 10:57:28"
MTNB,11.76,217,7,16,1409397,17,1777716,23,22389125,56,25576238,9,339690,6,990844,"31-03-2024 10:57:28"
MTR,12.7,2,3,7,54600,4,12949,6,169202,17,236751,3,42299,3,12731,"31-03-2024 10:57:28"
MTRN,93.65,21,"2,548",84,827218,124,873924,39,17634742,247,19335884,28,451391,21,201813,"31-03-2024 10:57:28"
MTRX,78.27,27,278,69,3088143,38,2417524,6,15865611,113,21371278,25,560381,9,345631,"31-03-2024 10:57:28"
MTSI,80.35,72,"5,538",147,4908682,137,3264926,38,49731238,322,57904846,51,1103820,27,461640,"31-03-2024 10:57:28"
MTTR,34.6,311,243,94,10446677,95,4684004,58,92447696,247,107578377,39,1466238,31,2084784,"31-03-2024 10:57:28"
MTW,78.78,35,391,79,2635138,80,2546211,27,22466338,186,27647687,22,301947,22,946446,"31-03-2024 10:57:28"
MTX,97.14,32,"2,367",110,1709468,106,1522068,25,28206224,241,31437760,33,223962,19,291612,"31-03-2024 10:57:28"
MTZ,77.97,79,"5,765",191,12209006,198,7639131,60,41969738,449,61817875,70,1895251,80,3454299,"31-03-2024 10:57:28"
MU,80.72,"1,107","105,376",691,75010234,650,67483415,205,751357259,"1,546",893850908,252,16485224,92,6381319,"31-03-2024 10:57:28"
MUA,20.65,38,88,36,614624,30,675363,16,6647819,82,7937806,14,170618,12,263998,"31-03-2024 10:57:28"
MUC,30.57,98,328,42,3915978,39,1617862,25,24283352,106,29817192,14,597067,14,661465,"31-03-2024 10:57:28"
MUE,38.55,23,88,30,1664000,27,1027553,10,5990288,67,8681841,14,1157782,9,659791,"31-03-2024 10:57:28"
MUFG,1.74,"12,338","2,197",231,19655985,121,13654335,42,181452004,394,214762324,73,10911217,37,5395696,"31-03-2024 10:57:28"
MUI,98.35,38,454,61,8455323,55,5230951,33,23976844,149,37663118,25,4465279,12,199281,"31-03-2024 10:57:28"
MUJ,26.9,30,94,31,1880684,31,615106,13,5596363,75,8092153,14,421720,8,175962,"31-03-2024 10:57:28"
MULN,4.92,7,2,31,38345,34,44756,3,239043,68,322144,18,2729,25,25846,"31-03-2024 10:57:28"
MUR,78.29,153,"5,459",204,10266221,176,10588801,66,98602665,446,119457687,74,3556892,34,2561819,"31-03-2024 10:57:28"
MUSA,81.58,21,"7,115",202,1165552,213,1753803,72,14053828,487,16973183,64,377269,47,524778,"31-03-2024 10:57:28"
MUX,18.65,47,87,45,2033104,32,1890648,12,4933096,89,8856848,16,806935,13,1111235,"31-03-2024 10:57:28"
MVBF,47.57,13,136,38,491938,18,175199,19,5440039,75,6107176,8,135399,1,20988,"31-03-2024 10:57:28"
MVF,49.31,65,226,52,7091843,46,3459003,24,21419977,122,31970823,18,3386285,19,1103458,"31-03-2024 10:57:28"
MVIS,30.78,195,111,72,6448649,54,6243589,44,47413747,170,60105985,18,764722,22,3057423,"31-03-2024 10:57:28"
MVLA,35.56,51,1,10,916049,8,328120,15,16857332,33,18101501,5,891110,4,202759,"31-03-2024 10:57:28"
MVO,3.54,12,4,10,161895,6,52668,11,192768,27,407331,6,141405,2,45239,"31-03-2024 10:57:28"
MVST,20.66,317,55,68,15601424,47,15106374,16,34700642,131,65408440,19,1022405,25,6771891,"31-03-2024 10:57:28"
MVT,34.59,21,81,35,1490067,21,508872,14,5385496,70,7384435,13,830314,6,52777,"31-03-2024 10:57:28"
MWA,91.5,156,"2,299",120,8713338,107,10526470,36,123659877,263,142899685,36,1363720,29,2534895,"31-03-2024 10:57:28"
MWG,0.65,31,0,4,84246,3,53272,0,62356,7,199874,2,40284,2,38544,"31-03-2024 10:57:28"
MX,74.79,38,160,63,4025032,55,4516161,19,20075293,137,28616486,23,1192000,13,2365133,"31-03-2024 10:57:28"
MXC,5.87,2,1,4,5686,3,13017,4,104418,11,123121,0,0,1,12660,"31-03-2024 10:57:28"
MXCT,63.07,104,275,70,17766772,50,14807786,19,33095728,139,65670286,21,7928591,20,9576826,"31-03-2024 10:57:28"
MXE,34.46,4,18,6,167752,7,99746,12,1248791,25,1516289,1,12257,2,89404,"31-03-2024 10:57:28"
MXF,51.09,15,145,11,164804,23,383419,7,6999105,41,7547328,4,48689,4,103141,"31-03-2024 10:57:28"
MXL,84.02,82,"1,285",99,8376120,130,8628847,21,51830230,250,68835197,24,1002392,35,3014047,"31-03-2024 10:57:28"
MYD,34.23,47,178,53,5131199,37,3965562,25,6965526,115,16062287,16,1969902,18,227475,"31-03-2024 10:57:28"
MYE,90.25,37,771,75,3399031,68,3052624,22,26823437,165,33275092,23,1538223,7,294435,"31-03-2024 10:57:28"
MYFW,55.22,10,77,25,285891,25,194837,12,4799497,62,5280225,6,99082,4,87225,"31-03-2024 10:57:28"
MYGN,101.19,90,"1,939",108,9879419,83,2511984,22,78554919,213,90946322,29,436077,22,748331,"31-03-2024 10:57:28"
MYI,35.12,68,274,50,4307916,50,4299835,19,15327232,119,23934983,21,2564427,15,1357590,"31-03-2024 10:57:28"
MYN,28.36,40,118,32,2136030,26,843085,17,8248558,75,11227673,10,481337,14,695775,"31-03-2024 10:57:28"
MYNA,3.74,25,4,2,1418,5,65932,3,864944,10,932294,1,18,2,25552,"31-03-2024 10:57:28"
MYNZ,1.39,17,0,8,216310,5,4492,2,11165,15,231967,7,184465,4,4367,"31-03-2024 10:57:28"
MYO,33.21,28,31,27,4304059,7,970259,5,4185393,39,9459711,15,2414276,4,539494,"31-03-2024 10:57:28"
MYPS,31.4,120,105,65,4361123,48,2622442,17,30617840,130,37601405,20,1143935,19,1795092,"31-03-2024 10:57:28"
MYRG,88.91,17,"2,631",117,1610504,140,1111350,38,12161741,295,14883595,38,498660,34,323792,"31-03-2024 10:57:28"
MYSZ,10.02,4,0,5,169532,4,15440,2,177846,11,362818,2,28850,3,13002,"31-03-2024 10:57:28"
MYTE,14.57,85,39,10,913081,24,1875390,4,9582441,38,12370912,4,734516,13,1622075,"31-03-2024 10:57:28"
NAAS,0.55,818,6,18,2928012,11,147890,2,1391609,31,4467511,12,342270,6,76437,"31-03-2024 10:57:28"
NABL,96.49,185,"2,330",83,5804855,86,4382798,27,168095061,196,178282714,26,1789827,25,2438888,"31-03-2024 10:57:28"
